Points_A,Points_B,Games_A,Games_B,Sets_A,Sets_B,Serving_Player,Ralley,Ralley_Length
0,40,1,1,1,1,2,"['4', '18', '38', '19', '28*']",5
15,40,1,1,1,1,2,"['6', '38', '38', '29', '38', '29', '38', '38', '38', '28', '19', '27', '39', '39', '18', '39', '38nwdx']",17
30,40,1,1,1,1,2,"['4', '19', '18', '39', '28', '37', '38', '27', '39', '38', '38', '38', '29', '38', '39', '38', '18nwdx']",17
40,40,1,1,1,1,2,"['6', '39', '28', '39*']",4
40,50,1,1,1,1,2,"['6', '39', '37', '27nwdx']",4
40,40,1,1,1,1,2,"['4', '19*']",2
40,50,1,1,1,1,2,"['6nwdx,', '4', '18', '38', '38', '38', '28', '37', '29', '38*']",10
40,40,1,1,1,1,2,"['4nwdx,', '4', '39', '38', '18', '37nwdx']",6
50,40,1,1,1,1,2,"['4', '18', '17nwdx']",3
0,0,2,1,1,1,1,"['6', '38', '18nwdx']",3
15,0,2,1,1,1,1,"['4nwdx,', '6', '28nwdx']",3
15,15,2,1,1,1,1,"['6', '29', '27', '29', '19nwdx']",5
15,30,2,1,1,1,1,"['4', '29', '18', '38', '38', '39', '28', '38', '29', '38', '38', '28', '38', '38', '29', '27', '37nwdx']",17
15,40,2,1,1,1,1,"['4nwdx,', '6nwdx']",2
30,40,2,1,1,1,1,"['6', '37', '29', '37nwdx']",4
40,40,2,1,1,1,1,"['6', '38', '19', '39', '28', '39', '38', '38', '39*']",9
50,40,2,1,1,1,1,"['4', '28', '17*']",3
0,0,3,1,1,1,2,['6*'],1
0,15,3,1,1,1,2,"['4nwdx,', '5', '39', '18*']",4
0,30,3,1,1,1,2,"['4', '18nwdx']",2
0,40,3,1,1,1,2,['6*'],1
0,0,3,2,1,1,1,"['6nwdx,', '4', '19nwdx']",3
15,0,3,2,1,1,1,"['4nwdx,', '6', '37nwdx']",3
30,0,3,2,1,1,1,"['4nwdx,', '6', '17nwdx']",3
30,15,3,2,1,1,1,"['6', '37', '29', '38', '28', '38', '19nwdx']",7
40,15,3,2,1,1,1,"['4', '28nwdx']",2
0,0,4,2,1,1,2,"['4', '39nwdx']",2
15,0,4,2,1,1,2,"['4nwdx,', '5nwdx']",2
30,0,4,2,1,1,2,"['6nwdx,', '4', '17', '39nwdx']",4
30,15,4,2,1,1,2,"['4', '19', '18', '38', '38', '28nwdx']",6
30,30,4,2,1,1,2,['6*'],1
40,30,4,2,1,1,2,"['4nwdx,', '6', '19', '17', '18*']",5
40,40,4,2,1,1,2,"['6', '38', '17', '39', '38', '39', '18', '39', '39', '19', '39*']",11
40,50,4,2,1,1,2,"['4nwdx,', '5', '38', '37', '28', '18', '37nwdx']",7
40,40,4,2,1,1,2,"['6', '37', '39', '19*']",4
40,50,4,2,1,1,2,"['6', '37', '39', '28nwdx']",4
0,0,4,3,1,1,1,"['6nwdx,', '5', '37', '19', '28nwdx']",5
0,15,4,3,1,1,1,"['4', '29', '29', '29', '38', '29', '38', '38', '37', '28', '39', '37', '39', '28', '38', '38', '38', '38', '29', '37', '39', '19', '37', '19', '38', '28', '39', '37', '28nwdx']",29
15,15,4,3,1,1,1,['6*'],1
30,15,4,3,1,1,1,"['4nwdx,', '6', '28', '37', '38', '29', '29', '39*']",8
40,15,4,3,1,1,1,"['4nwdx,', '6', '28nwdx']",3
40,30,4,3,1,1,1,"['4', '19', '38', '38', '18', '17', '37', '19', '28', '28', '28nwdx']",11
0,0,5,3,1,1,2,"['6', '29', '28', '28', '18', '19', '29', '28', '39', '38nwdx']",10
0,15,5,3,1,1,2,"['4', '19nwdx']",2
15,15,5,3,1,1,2,"['6nwdx,', '4', '19', '19', '38', '19', '29', '19nwdx']",8
15,30,5,3,1,1,2,"['4', '18', '38', '19nwdx']",4
15,40,5,3,1,1,2,"['6nwdx,', '4', '19nwdx']",3
30,40,5,3,1,1,2,"['6', '38', '38', '38', '18nwdx']",5
0,0,5,4,1,1,1,"['4', '18', '28', '29nwdx']",4
0,15,5,4,1,1,1,"['6nwdx,', '4', '28', '18', '18', '19', '29', '39', '38', '38', '29', '38', '19', '29nwdx']",14
15,15,5,4,1,1,1,"['4', '38', '38', '18nwdx']",4
30,15,5,4,1,1,1,"['6', '38nwdx']",2
40,15,5,4,1,1,1,['4*'],1
0,0,0,0,0,0,2,"['4', '29', '28', '38', '39*']",5
0,15,0,0,0,0,2,"['6', '37', '19', '39', '28', '29', '28', '29', '28', '38nwdx']",10
15,15,0,0,0,0,2,"['4nwdx,', '4', '38', '38', '27', '27', '39', '39nwdx']",8
30,15,0,0,0,0,2,"['4', '17', '19', '28', '39', '38', '27', '38', '38', '38', '18', '38', '38', '38', '38', '37*']",16
30,30,0,0,0,0,2,"['6', '39nwdx']",2
30,40,0,0,0,0,2,"['4nwdx,', '6', '18', '19', '28', '18', '28', '27', '39', '39', '37', '18*']",12
0,0,0,1,0,0,1,"['6nwdx,', '5', '38', '29', '27nwdx']",5
15,0,0,1,0,0,1,"['4nwdx,', '6', '29nwdx']",3
30,0,0,1,0,0,1,"['4', '39nwdx']",2
40,0,0,1,0,0,1,"['6', '38', '18*']",3
0,0,1,1,0,0,2,"['6', '27nwdx']",2
0,15,1,1,0,0,2,"['6nwdx,', '6', '18', '18', '38nwdx']",5
0,30,1,1,0,0,2,"['6', '38', '38', '39nwdx']",4
0,40,1,1,0,0,2,"['4', '19', '17', '27', '39', '28', '38', '38', '38', '29', '38*']",11
15,40,1,1,0,0,2,"['6nwdx,', '5', '39', '38', '29', '38', '27', '38', '39', '39', '37', '28', '28', '19nwdx']",14
30,40,1,1,0,0,2,"['6nwdx,', '6', '18', '39', '28', '37', '28', '39', '38', '38', '18', '18', '29', '38nwdx']",14
0,0,1,2,0,0,1,['4*'],1
0,15,1,2,0,0,1,"['6', '27', '39nwdx']",3
15,15,1,2,0,0,1,"['4nwdx,', '6', '28', '38', '29', '38', '19nwdx']",7
15,30,1,2,0,0,1,"['6nwdx,', '4', '28', '38', '37', '39', '38*']",7
30,30,1,2,0,0,1,"['4nwdx,', '6', '38', '29', '17', '38', '29', '28', '18', '29', '38nwdx']",11
30,40,1,2,0,0,1,"['6nwdx,', '4', '38', '39', '17', '37', '37', '19nwdx']",8
40,40,1,2,0,0,1,"['6', '27', '38', '18', '39', '19', '28', '19nwdx']",8
50,40,1,2,0,0,1,"['6', '28nwdx']",2
0,0,2,2,0,0,2,"['6', '29', '28', '39', '28', '39', '38', '39', '38', '18', '38', '29nwdx']",12
0,15,2,2,0,0,2,"['6', '37nwdx']",2
15,15,2,2,0,0,2,"['6', '39', '19nwdx']",3
15,30,2,2,0,0,2,"['4', '17nwdx']",2
30,30,2,2,0,0,2,"['6nwdx,', '4', '18', '37', '38', '38', '28', '38', '29', '39', '37', '38', '38', '19', '39', '28nwdx']",16
40,30,2,2,0,0,2,"['4', '17', '37nwdx']",3
0,0,3,2,0,0,1,"['4', '19', '28', '19', '37', '37', '28nwdx']",7
0,15,3,2,0,0,1,"['6nwdx,', '4nwdx']",2
15,15,3,2,0,0,1,"['6nwdx,', '4', '38', '38', '28nwdx']",5
30,15,3,2,0,0,1,['4*'],1
40,15,3,2,0,0,1,['6*'],1
0,0,4,2,0,0,2,"['6nwdx,', '4', '29', '27', '28', '39', '39', '29', '18nwdx']",9
0,15,4,2,0,0,2,"['4nwdx,', '6', '18', '39*']",4
15,15,4,2,0,0,2,"['6nwdx,', '5', '38', '19nwdx']",4
30,15,4,2,0,0,2,"['6', '39', '29', '38', '27nwdx']",5
30,30,4,2,0,0,2,"['6nwdx,', '4', '18nwdx']",3
40,30,4,2,0,0,2,"['6', '38', '37', '39', '39nwdx']",5
0,0,5,2,0,0,1,"['4', '18', '17', '19', '38nwdx']",5
15,0,5,2,0,0,1,"['6', '29', '27', '29nwdx']",4
30,0,5,2,0,0,1,"['6nwdx,', '4', '29nwdx']",3
30,15,5,2,0,0,1,"['6', '29', '28', '38', '19', '28', '28', '19*']",8
40,15,5,2,0,0,1,"['4nwdx,', '6', '19', '39*']",4
40,30,5,2,0,0,1,"['6', '28', '27', '37', '39', '29', '39', '28', '17', '18', '38', '18', '38', '38', '37nwdx']",15
0,0,0,0,1,0,2,"['4', '37nwdx']",2
15,0,0,0,1,0,2,"['6', '37', '38', '28', '38', '38', '17', '29', '28', '37', '37', '39', '39', '37', '28nwdx']",15
30,0,0,0,1,0,2,"['4', '18*']",2
30,15,0,0,1,0,2,"['4', '18nwdx']",2
40,15,0,0,1,0,2,"['4nwdx,', '4', '38*']",3
40,30,0,0,1,0,2,"['4', '19', '19', '29', '38', '38', '27', '39nwdx']",8
0,0,1,0,1,0,1,"['6nwdx,', '6', '19*']",3
15,0,1,0,1,0,1,"['6nwdx,', '4', '38', '38', '29', '17', '18', '38', '39', '29', '18nwdx']",11
30,0,1,0,1,0,1,"['6nwdx,', '4', '38', '39', '19nwdx']",5
40,0,1,0,1,0,1,"['6', '29', '29', '19', '39', '38nwdx']",6
0,0,2,0,1,0,2,"['6', '29', '28', '29', '39', '37nwdx']",6
0,15,2,0,1,0,2,"['5', '38', '38', '39', '37*']",5
15,15,2,0,1,0,2,"['6', '38', '38', '38', '38', '18', '38', '37', '29', '18', '27', '17', '29', '38', '38', '38', '39nwdx']",17
30,15,2,0,1,0,2,"['6', '39*']",2
40,15,2,0,1,0,2,"['4', '19*']",2
40,30,2,0,1,0,2,"['4nwdx,', '4', '19', '38', '38', '38', '39', '39', '17', '37', '28', '39', '28', '18', '37', '18', '38', '38', '38', '27', '29nwdx']",21
40,40,2,0,1,0,2,"['4', '19nwdx']",2
50,40,2,0,1,0,2,"['6', '19', '29nwdx']",3
0,0,3,0,1,0,1,"['5nwdx,', '5nwdx']",2
0,15,3,0,1,0,1,"['4nwdx,', '6nwdx']",2
15,15,3,0,1,0,1,"['6nwdx,', '4', '37', '18', '38', '19*']",6
15,30,3,0,1,0,1,"['4nwdx,', '6nwdx']",2
30,30,3,0,1,0,1,"['4', '29nwdx']",2
30,40,3,0,1,0,1,"['4nwdx,', '6', '29', '38', '29', '39nwdx']",6
40,40,3,0,1,0,1,"['4', '29', '27', '39', '37', '29', '38', '38', '37', '18', '39', '19nwdx']",12
40,50,3,0,1,0,1,"['4nwdx,', '6', '17', '39', '38', '27nwdx']",6
0,0,3,1,1,0,2,"['6', '28', '29', '38', '39', '37', '37', '28', '38', '39*']",10
0,15,3,1,1,0,2,"['4', '17', '29', '28', '17', '18nwdx']",6
0,30,3,1,1,0,2,"['6', '19nwdx']",2
0,40,3,1,1,0,2,"['4', '18', '28', '29', '29', '17', '19', '38', '38', '39', '38', '38nwdx']",12
0,0,3,2,1,0,1,"['6nwdx,', '5', '38', '17', '28', '29', '18nwdx']",7
15,0,3,2,1,0,1,['4*'],1
30,0,3,2,1,0,1,"['4', '28nwdx']",2
40,0,3,2,1,0,1,"['6', '38', '19', '28', '29', '38nwdx']",6
0,0,4,2,1,0,2,"['4nwdx,', '6', '29', '39', '18', '38', '18', '38', '39', '28', '38', '39', '28', '28', '17nwdx']",15
15,0,4,2,1,0,2,"['6', '18', '19', '19', '27', '39', '39nwdx']",7
30,0,4,2,1,0,2,"['4', '19', '18', '38', '17', '28', '19', '38', '39', '28', '39', '39', '39', '17', '38nwdx']",15
40,0,4,2,1,0,2,"['4nwdx,', '6', '19', '39', '38', '37', '28', '38nwdx']",8
0,0,5,2,1,0,1,"['4nwdx,', '5', '38', '39', '18*']",5
0,15,5,2,1,0,1,"['4', '37', '17nwdx']",3
0,30,5,2,1,0,1,"['6', '27', '38', '18', '28', '28', '38', '19', '38', '38', '29', '18', '19', '38', '39', '39', '17nwdx']",17
0,40,5,2,1,0,1,"['6', '29', '29nwdx']",3
15,40,5,2,1,0,1,"['4', '27', '28', '17', '18', '39', '37', '38', '39', '38nwdx']",10
30,40,5,2,1,0,1,"['4', '17nwdx']",2
40,40,5,2,1,0,1,"['6nwdx,', '4', '27', '37', '27', '38', '39', '38', '27', '27', '37', '37', '29nwdx']",13
40,50,5,2,1,0,1,"['6nwdx,', '4', '29', '28nwdx']",4
40,40,5,2,1,0,1,['6*'],1
50,40,5,2,1,0,1,"['6', '28', '29', '39', '39', '38', '38', '29', '38', '19nwdx']",10
0,0,0,0,0,0,2,"['6', '39', '37*']",3
15,0,0,0,0,0,2,"['4', '19*']",2
15,15,0,0,0,0,2,"['4', '19nwdx']",2
15,30,0,0,0,0,2,"['4nwdx,', '5', '39nwdx']",3
15,40,0,0,0,0,2,['6*'],1
0,0,0,1,0,0,1,"['4', '18', '19*']",3
0,15,0,1,0,0,1,"['4', '29', '28', '28', '27', '19*']",6
15,15,0,1,0,0,1,"['4', '38nwdx']",2
30,15,0,1,0,0,1,"['6', '28', '29', '29', '37', '39', '28', '37', '37', '19nwdx']",10
30,30,0,1,0,0,1,"['4nwdx,', '6', '27', '38', '38', '38nwdx']",6
40,30,0,1,0,0,1,"['6', '27', '39', '38', '29', '18', '38', '29', '39', '17', '38', '38', '27', '29', '28', '37nwdx']",16
0,0,1,1,0,0,2,"['6', '19nwdx']",2
15,0,1,1,0,0,2,"['4', '18', '19', '17', '18', '38', '28', '28', '39', '29', '39', '39', '19', '37', '39nwdx']",15
15,15,1,1,0,0,2,"['6', '17', '28', '18', '18*']",5
30,15,1,1,0,0,2,"['6', '19*']",2
40,15,1,1,0,0,2,"['6', '38', '38', '38', '17', '27', '28', '38', '38nwdx']",9
0,0,2,1,0,0,1,"['6', '38', '28', '18', '29', '38', '19nwdx']",7
0,15,2,1,0,0,1,"['6nwdx,', '4', '27', '38', '38', '39', '38', '17nwdx']",8
0,30,2,1,0,0,1,"['4nwdx,', '6', '29', '38nwdx']",4
15,30,2,1,0,0,1,"['6nwdx,', '4', '17nwdx']",3
30,30,2,1,0,0,1,"['4', '38', '39', '38', '39', '28', '27', '29', '38', '38nwdx']",10
40,30,2,1,0,0,1,"['6', '37', '27', '28', '38', '28nwdx']",6
0,0,3,1,0,0,2,"['4nwdx,', '6', '29', '39', '17nwdx']",5
15,0,3,1,0,0,2,"['6nwdx,', '6nwdx']",2
15,15,3,1,0,0,2,"['4', '18nwdx']",2
15,30,3,1,0,0,2,"['5', '38', '38', '38nwdx']",4
15,40,3,1,0,0,2,"['6', '37', '38', '29', '39', '27', '18*']",7
0,0,3,2,0,0,1,"['4', '18nwdx']",2
15,0,3,2,0,0,1,"['6', '18nwdx']",2
30,0,3,2,0,0,1,"['6', '38', '19', '38', '38', '28', '38', '38', '39', '29', '29', '38nwdx']",12
40,0,3,2,0,0,1,"['6', '27', '38*']",3
0,0,4,2,0,0,2,"['6', '29', '27', '38', '38', '39', '39', '38', '37', '39', '37', '39', '38', '29nwdx']",14
0,15,4,2,0,0,2,['4*'],1
15,15,4,2,0,0,2,"['4', '19*']",2
15,30,4,2,0,0,2,"['4', '17nwdx']",2
15,40,4,2,0,0,2,"['6', '37', '27', '19nwdx']",4
0,0,4,3,0,0,1,"['5nwdx,', '5', '28nwdx']",3
0,15,4,3,0,0,1,"['4nwdx,', '6', '19', '37', '29', '39', '37', '37nwdx']",8
0,30,4,3,0,0,1,"['4', '37', '18', '38*']",4
15,30,4,3,0,0,1,"['6', '28nwdx']",2
15,40,4,3,0,0,1,"['4', '28', '18nwdx']",3
30,40,4,3,0,0,1,"['4', '17', '37', '39', '29', '29', '29', '18nwdx']",8
40,40,4,3,0,0,1,"['4nwdx,', '6', '38', '28', '38nwdx']",5
40,50,4,3,0,0,1,"['6', '28', '28nwdx']",3
40,40,4,3,0,0,1,"['4nwdx,', '6', '37', '18*']",4
40,50,4,3,0,0,1,"['6', '38', '19', '28', '19', '19', '39', '27', '38', '29', '28nwdx']",11
40,40,4,3,0,0,1,"['4nwdx,', '6', '38', '38', '19', '39', '38', '39', '28', '28', '19', '39', '28', '37', '29', '28', '19', '29', '37', '37', '19', '28', '37', '39*']",24
40,50,4,3,0,0,1,"['6', '28', '27', '17', '27', '19', '19', '28', '37', '28', '28', '38', '28', '39', '37nwdx']",15
40,40,4,3,0,0,1,"['6nwdx,', '4', '37', '18*']",4
50,40,4,3,0,0,1,"['6nwdx,', '4', '37', '18', '38', '29', '38', '38', '39', '19*']",10
40,40,4,3,0,0,1,"['6nwdx,', '4', '37', '17', '38', '28', '18', '38', '39', '38', '17', '38', '37', '28', '29', '27', '38*']",17
50,40,4,3,0,0,1,"['6', '38', '17', '28', '37', '28', '38', '27', '38', '39', '38', '29', '37', '38', '39', '38', '38', '29', '39', '18nwdx']",20
0,0,5,3,0,0,2,"['6nwdx,', '4', '29', '28', '19nwdx']",5
15,0,5,3,0,0,2,"['4nwdx,', '4nwdx']",2
15,15,5,3,0,0,2,"['5', '38', '38*']",3
15,30,5,3,0,0,2,"['4', '18', '29', '38', '19*']",5
15,40,5,3,0,0,2,"['4nwdx,', '5', '38', '37', '38', '28', '27nwdx']",7
30,40,5,3,0,0,2,"['4nwdx,', '6', '17', '27', '38', '19nwdx']",6
0,0,5,4,0,0,1,"['4', '18', '29', '38', '39*']",5
0,15,5,4,0,0,1,"['4nwdx,', '6', '28', '37nwdx']",4
15,15,5,4,0,0,1,['4*'],1
30,15,5,4,0,0,1,"['4', '28', '18', '38', '28', '38nwdx']",6
40,15,5,4,0,0,1,"['4', '29', '28', '29', '37', '38', '38', '38', '39', '18', '39', '37', '37', '28', '39', '37', '38*']",17
0,0,0,0,1,0,2,"['6', '28', '27', '39', '39', '27', '29*']",7
15,0,0,0,1,0,2,"['4', '17', '28nwdx']",3
30,0,0,0,1,0,2,"['6nwdx,', '4', '19*']",3
40,0,0,0,1,0,2,"['4nwdx,', '5nwdx']",2
40,15,0,0,1,0,2,"['5nwdx,', '4', '17', '18*']",4
40,30,0,0,1,0,2,"['4nwdx,', '4', '19', '19', '29', '17', '39nwdx']",7
0,0,1,0,1,0,1,"['4nwdx,', '5', '39*']",3
15,0,1,0,1,0,1,"['4', '28nwdx']",2
30,0,1,0,1,0,1,"['6', '18nwdx']",2
40,0,1,0,1,0,1,"['4nwdx,', '6', '18', '39', '28nwdx']",5
0,0,2,0,1,0,2,"['6', '28nwdx']",2
0,15,2,0,1,0,2,"['5', '37nwdx']",2
0,30,2,0,1,0,2,"['6', '39', '38', '28', '38', '38', '37', '38', '38', '38', '37*']",11
0,40,2,0,1,0,2,"['6nwdx,', '5', '37', '18*']",4
15,40,2,0,1,0,2,"['6', '38', '27', '37', '39', '29', '29', '38', '38nwdx']",9
0,0,2,1,1,0,1,"['6', '39nwdx']",2
15,0,2,1,1,0,1,"['4', '28nwdx']",2
30,0,2,1,1,0,1,"['4nwdx,', '6', '28', '38', '18', '38*']",6
30,15,2,1,1,0,1,"['6', '27', '39nwdx']",3
40,15,2,1,1,0,1,"['4', '27', '28', '38', '28', '27', '37', '28', '39', '17', '29', '28nwdx']",12
0,0,3,1,1,0,2,"['4', '39', '38*']",3
0,15,3,1,1,0,2,"['6', '38', '18*']",3
15,15,3,1,1,0,2,"['6nwdx,', '5', '38', '37', '39', '38', '38', '28nwdx']",8
30,15,3,1,1,0,2,"['4nwdx,', '5', '38', '37', '19', '37', '37', '38nwdx']",8
40,15,3,1,1,0,2,"['4', '19', '27', '18*']",4
0,0,4,1,1,0,1,"['6nwdx,', '4', '19*']",3
15,0,4,1,1,0,1,"['4nwdx,', '6', '28', '38*']",4
15,15,4,1,1,0,1,"['4', '28', '18nwdx']",3
30,15,4,1,1,0,1,['6*'],1
30,30,4,1,1,0,1,"['4nwdx,', '6', '28', '37', '19*']",5
30,40,4,1,1,0,1,"['6nwdx,', '4nwdx']",2
40,40,4,1,1,0,1,"['6nwdx,', '5', '27', '37', '37nwdx']",5
50,40,4,1,1,0,1,['4*'],1
0,0,5,1,1,0,2,['4*'],1
15,0,5,1,1,0,2,"['4nwdx,', '5nwdx']",2
15,15,5,1,1,0,2,['6*'],1
30,15,5,1,1,0,2,"['6', '39', '39', '38', '39', '28', '29nwdx']",7
40,15,5,1,1,0,2,"['4', '18', '18', '39', '39', '38', '19', '38', '37nwdx']",9
40,30,5,1,1,0,2,"['6nwdx,', '5', '39', '38', '39', '38', '27', '38', '37', '18', '39', '19', '39', '27', '38', '17', '38nwdx']",17
40,40,5,1,1,0,2,['4*'],1
50,40,5,1,1,0,2,"['4nwdx,', '6', '19', '17', '37', '37', '39', '17nwdx']",8
0,0,0,0,0,0,1,"['6nwdx,', '4', '19', '39', '39', '19', '38', '19nwdx']",8
0,15,0,0,0,0,1,"['4nwdx,', '6', '27', '38nwdx']",4
15,15,0,0,0,0,1,"['6', '38', '19*']",3
15,30,0,0,0,0,1,"['6nwdx,', '4', '28', '38', '28', '38', '38', '39', '19', '38', '28', '38', '19', '18', '19', '28nwdx']",16
30,30,0,0,0,0,1,['6*'],1
30,40,0,0,0,0,1,"['4nwdx,', '6', '28', '38nwdx']",4
40,40,0,0,0,0,1,"['6', '28', '29', '19', '39', '39', '38', '39', '28', '39', '39', '38', '27', '19', '28', '38', '18', '17', '28', '39nwdx']",20
50,40,0,0,0,0,1,"['6', '28', '28', '38', '38*']",5
0,0,1,0,0,0,2,"['6nwdx,', '4', '29nwdx']",3
15,0,1,0,0,0,2,"['4nwdx,', '6', '18', '29', '39', '19nwdx']",6
30,0,1,0,0,0,2,"['4nwdx,', '4', '18', '38', '38', '17nwdx']",6
30,15,1,0,0,0,2,"['5', '29', '18*']",3
40,15,1,0,0,0,2,"['4nwdx,', '6nwdx']",2
40,30,1,0,0,0,2,"['6', '37', '29', '38', '37', '39', '38', '38', '37', '39', '38', '28', '29', '38nwdx']",14
40,40,1,0,0,0,2,"['4', '19nwdx']",2
40,50,1,0,0,0,2,"['5', '29', '29', '19nwdx']",4
0,0,1,1,0,0,1,['6*'],1
15,0,1,1,0,0,1,"['4nwdx,', '6', '29nwdx']",3
15,15,1,1,0,0,1,"['4', '28', '17', '18', '38', '28', '28', '19', '28', '37', '39', '18', '38nwdx']",13
30,15,1,1,0,0,1,"['4', '37nwdx']",2
40,15,1,1,0,0,1,"['6', '27', '38', '38', '37', '39', '38', '19nwdx']",8
0,0,2,1,0,0,2,"['4', '29nwdx']",2
0,15,2,1,0,0,2,"['4nwdx,', '5', '37', '28', '38', '28', '39', '38', '29', '28', '18', '39', '28', '19', '38', '28', '27nwdx']",17
0,30,2,1,0,0,2,"['5', '29', '17*']",3
15,30,2,1,0,0,2,"['6nwdx,', '4', '18*']",3
15,40,2,1,0,0,2,"['6nwdx,', '6', '28', '39', '38nwdx']",5
0,0,2,2,0,0,1,"['6', '39', '38', '28nwdx']",4
15,0,2,2,0,0,1,"['6', '17', '29', '28', '28', '28', '38', '19', '39', '28', '37', '29', '38', '37', '39', '27nwdx']",16
15,15,2,2,0,0,1,"['6nwdx,', '5', '27', '29nwdx']",4
30,15,2,2,0,0,1,['4*'],1
40,15,2,2,0,0,1,['6*'],1
0,0,3,2,0,0,2,"['4', '28', '18', '28', '38', '27', '28', '38', '27', '29', '38', '27', '27', '38', '29', '38', '38', '19nwdx']",18
15,0,3,2,0,0,2,"['6', '37', '37', '37', '37nwdx']",5
15,15,3,2,0,0,2,"['5', '29', '18*']",3
15,30,3,2,0,0,2,['6*'],1
15,40,3,2,0,0,2,"['4', '19nwdx']",2
0,0,3,3,0,0,1,"['4nwdx,', '5', '39', '37', '28', '28', '38', '39', '39', '29', '38', '19*']",12
15,0,3,3,0,0,1,"['5nwdx,', '4', '28', '18', '17', '39*']",6
15,15,3,3,0,0,1,"['4nwdx,', '6nwdx']",2
30,15,3,3,0,0,1,"['5', '28nwdx']",2
40,15,3,3,0,0,1,"['4', '28', '18', '28', '19*']",5
40,30,3,3,0,0,1,"['4nwdx,', '6', '27', '39', '38', '38nwdx']",6
40,40,3,3,0,0,1,"['4', '19', '39', '28', '38nwdx']",5
40,50,3,3,0,0,1,"['5', '29', '18', '18', '39', '29', '37', '29', '38', '18*']",10
0,0,3,4,0,0,2,"['4nwdx,', '6', '28', '39nwdx']",4
15,0,3,4,0,0,2,"['5nwdx,', '4', '19', '39', '38', '38', '37', '38nwdx']",8
15,15,3,4,0,0,2,"['6', '38', '27', '19', '18', '38', '37', '38', '38', '29', '18*']",11
30,15,3,4,0,0,2,"['6nwdx,', '5', '39', '29', '28', '18nwdx']",6
30,30,3,4,0,0,2,"['5', '29', '28', '38', '38', '18nwdx']",6
30,40,3,4,0,0,2,"['6nwdx,', '5', '38', '38', '38', '38', '29', '38', '29nwdx']",9
40,40,3,4,0,0,2,"['6nwdx,', '5', '37', '19nwdx']",4
40,50,3,4,0,0,2,['4*'],1
0,0,3,5,0,0,1,['4*'],1
15,0,3,5,0,0,1,"['4', '19', '38', '29', '38', '19', '28', '18', '28', '37nwdx']",10
15,15,3,5,0,0,1,"['4', '18', '39nwdx']",3
30,15,3,5,0,0,1,"['5', '29', '19', '27nwdx']",4
40,15,3,5,0,0,1,"['4nwdx,', '6', '38', '29', '38', '39', '18', '37', '39', '37', '38', '28', '38', '29', '39', '38*']",16
40,30,3,5,0,0,1,"['4nwdx,', '6', '29', '39nwdx']",4
0,0,4,5,0,0,2,"['4', '39', '39', '38', '38', '29', '38', '38nwdx']",8
0,15,4,5,0,0,2,"['6nwdx,', '5', '39', '38', '29', '29', '28', '38', '18nwdx']",9
15,15,4,5,0,0,2,"['5nwdx,', '4', '19', '18nwdx']",4
15,30,4,5,0,0,2,"['6', '39nwdx']",2
15,40,4,5,0,0,2,"['4', '19', '18', '38', '38', '38', '18', '39', '29', '28', '39*']",11
0,0,0,0,0,1,1,"['4', '18', '38*']",3
0,15,0,0,0,1,1,"['4nwdx,', '6', '29', '39', '19', '29', '38', '29', '28', '37', '37', '29', '27', '27', '39', '29nwdx']",16
15,15,0,0,0,1,1,"['4', '38nwdx']",2
30,15,0,0,0,1,1,"['4nwdx,', '6', '29', '38', '28', '27', '38nwdx']",7
40,15,0,0,0,1,1,"['5', '37nwdx']",2
40,30,0,0,0,1,1,"['4', '18*']",2
40,40,0,0,0,1,1,"['4', '39', '38', '28', '38', '28', '18nwdx']",7
50,40,0,0,0,1,1,"['5', '39', '19', '18', '37', '28', '39', '38', '38', '28', '38', '38nwdx']",12
0,0,1,0,0,1,2,"['5nwdx,', '4', '18nwdx']",3
0,15,1,0,0,1,2,"['6', '39', '38', '28', '18', '39', '38', '38', '29', '28', '18', '37', '18', '39', '29', '18', '27', '37', '38', '18', '19', '38', '28', '38', '39', '29nwdx']",26
15,15,1,0,0,1,2,"['6nwdx,', '4nwdx']",2
30,15,1,0,0,1,2,"['4', '19*']",2
40,15,1,0,0,1,2,"['4nwdx,', '6', '19', '27nwdx']",4
40,30,1,0,0,1,2,"['4', '18', '17', '29', '18*']",5
0,0,2,0,0,1,1,"['4nwdx,', '6', '18', '18', '29', '19', '39', '39', '28', '18', '28', '19', '39', '18nwdx']",14
0,15,2,0,0,1,1,"['6nwdx,', '6', '29', '39', '27', '39nwdx']",6
15,15,2,0,0,1,1,"['6', '37nwdx']",2
30,15,2,0,0,1,1,"['6', '27', '38*']",3
40,15,2,0,0,1,1,"['6nwdx,', '6', '27', '18', '17', '37*']",6
0,0,3,0,0,1,2,"['4', '17', '38', '28', '37*']",5
0,15,3,0,0,1,2,"['4', '18nwdx']",2
15,15,3,0,0,1,2,"['6nwdx,', '4', '19*']",3
30,15,3,0,0,1,2,"['4', '19', '19nwdx']",3
40,15,3,0,0,1,2,"['6nwdx,', '4nwdx']",2
0,0,4,0,0,1,1,"['4nwdx,', '4', '17', '19', '27', '28', '38', '39', '38', '19', '39', '38', '39', '18', '39', '38', '39', '39', '28', '38nwdx']",20
15,0,4,0,0,1,1,"['6', '18nwdx']",2
30,0,4,0,0,1,1,"['6nwdx,', '4', '38nwdx']",3
30,15,4,0,0,1,1,"['4', '27', '29nwdx']",3
40,15,4,0,0,1,1,['4*'],1
